Zip Code,Official USPS city name,Official USPS State Code,Official State Name,Primary Official County Name,Official County Name
7675,Westwood,NJ,New Jersey,Bergen,Bergen
7822,Augusta,NJ,New Jersey,Sussex,Sussex
8511,Cookstown,NJ,New Jersey,Burlington,Burlington
8518,Florence,NJ,New Jersey,Burlington,Burlington
8551,Ringoes,NJ,New Jersey,Hunterdon,Hunterdon
8608,Trenton,NJ,New Jersey,Mercer,Mercer
10001,New York,NY,New York,New York,New York
10014,New York,NY,New York,New York,New York
10024,New York,NY,New York,New York,New York
10033,New York,NY,New York,New York,New York
10154,New York,NY,New York,New York,New York
10310,Staten Island,NY,New York,Richmond,Richmond
10516,Cold Spring,NY,New York,Putnam,Putnam
10547,Mohegan Lake,NY,New York,Westchester,Westchester
10548,Montrose,NY,New York,Westchester,Westchester
10577,Purchase,NY,New York,Westchester,Westchester
10583,Scarsdale,NY,New York,Westchester,Westchester
10595,Valhalla,NY,New York,Westchester,Westchester
10703,Yonkers,NY,New York,Westchester,Westchester
10927,Haverstraw,NY,New York,Rockland,Rockland
10979,Sterling Forest,NY,New York,Orange,Orange
11207,Brooklyn,NY,New York,Kings,Kings
11226,Brooklyn,NY,New York,Kings,Kings
11232,Brooklyn,NY,New York,Kings,Kings
11359,Bayside,NY,New York,Queens,Queens
11362,Little Neck,NY,New York,Queens,Queens
11414,Howard Beach,NY,New York,Queens,Queens
11427,Queens Village,NY,New York,Queens,Queens
11548,Greenvale,NY,New York,Nassau,Nassau
11566,Merrick,NY,New York,Nassau,Nassau
11721,Centerport,NY,New York,Suffolk,Suffolk
11747,Melville,NY,New York,Suffolk,Suffolk
11793,Wantagh,NY,New York,Nassau,Nassau
11794,Stony Brook,NY,New York,Suffolk,Suffolk
11796,West Sayville,NY,New York,Suffolk,Suffolk
11957,Orient,NY,New York,Suffolk,Suffolk
11970,South Jamesport,NY,New York,Suffolk,Suffolk
11973,Upton,NY,New York,Suffolk,Suffolk
11976,Water Mill,NY,New York,Suffolk,Suffolk
12023,Berne,NY,New York,Albany,"Albany,Schoharie"
12070,Fort Johnson,NY,New York,Montgomery,"Montgomery,Fulton"
12115,Malden Bridge,NY,New York,Columbia,Columbia
12120,Medusa,NY,New York,Albany,"Albany,Greene"
12144,Rensselaer,NY,New York,Rensselaer,Rensselaer
12188,Waterford,NY,New York,Saratoga,Saratoga
12203,Albany,NY,New York,Albany,Albany
12222,Albany,NY,New York,Albany,Albany
12439,Hensonville,NY,New York,Greene,Greene
12482,South Cairo,NY,New York,Greene,Greene
12496,Windham,NY,New York,Greene,Greene
12546,Millerton,NY,New York,Dutchess,"Dutchess,Columbia"
12582,Stormville,NY,New York,Dutchess,"Dutchess,Putnam"
12589,Wallkill,NY,New York,Ulster,"Ulster,Orange"
12765,Neversink,NY,New York,Sullivan,Sullivan
12926,Constable,NY,New York,Franklin,Franklin
12960,Moriah,NY,New York,Essex,Essex
12992,West Chazy,NY,New York,Clinton,Clinton
12997,Wilmington,NY,New York,Essex,Essex
13033,Cato,NY,New York,Cayuga,Cayuga
13123,North Bay,NY,New York,Oneida,Oneida
13305,Beaver Falls,NY,New York,Lewis,Lewis
13471,Taberg,NY,New York,Oneida,"Oneida,Lewis"
13637,Evans Mills,NY,New York,Jefferson,Jefferson
13640,Wellesley Island,NY,New York,Jefferson,Jefferson
13660,Madrid,NY,New York,St. Lawrence,St. Lawrence
13740,Bovina Center,NY,New York,Delaware,Delaware
13743,Candor,NY,New York,Tioga,Tioga
13751,Davenport Center,NY,New York,Delaware,Delaware
13780,Guilford,NY,New York,Chenango,Chenango
14150,Tonawanda,NY,New York,Erie,Erie
14219,Buffalo,NY,New York,Erie,Erie
14302,Niagara Falls,NY,New York,Niagara,Niagara
14537,Port Gibson,NY,New York,Ontario,Ontario
14586,West Henrietta,NY,New York,Monroe,Monroe
14613,Rochester,NY,New York,Monroe,Monroe
14723,Cherry Creek,NY,New York,Chautauqua,Chautauqua
14847,Interlaken,NY,New York,Seneca,Seneca
14871,Pine City,NY,New York,Chemung,"Chemung,Steuben"
15031,Cuddy,PA,Pennsylvania,Allegheny,Allegheny
15037,Elizabeth,PA,Pennsylvania,Allegheny,Allegheny
15044,Gibsonia,PA,Pennsylvania,Allegheny,"Allegheny,Butler"
15049,Harwick,PA,Pennsylvania,Allegheny,Allegheny
15074,Rochester,PA,Pennsylvania,Beaver,Beaver
15205,Pittsburgh,PA,Pennsylvania,Allegheny,Allegheny
15317,Canonsburg,PA,Pennsylvania,Washington,Washington
15445,Hopwood,PA,Pennsylvania,Fayette,Fayette
15521,Alum Bank,PA,Pennsylvania,Bedford,Bedford
15531,Boswell,PA,Pennsylvania,Somerset,"Somerset,Westmoreland"
15611,Adamsburg,PA,Pennsylvania,Westmoreland,Westmoreland
15646,Jones Mills,PA,Pennsylvania,Westmoreland,Westmoreland
15742,Glen Campbell,PA,Pennsylvania,Indiana,"Indiana,Clearfield"
15745,Heilwood,PA,Pennsylvania,Indiana,Indiana
15840,Falls Creek,PA,Pennsylvania,Jefferson,"Jefferson,Clearfield"
15857,Saint Marys,PA,Pennsylvania,Elk,Elk
16115,Darlington,PA,Pennsylvania,Beaver,Beaver
16140,New Bedford,PA,Pennsylvania,Lawrence,Lawrence
16217,Cooksburg,PA,Pennsylvania,Forest,"Forest,Jefferson"
16256,Smicksburg,PA,Pennsylvania,Indiana,Indiana
16443,West Springfield,PA,Pennsylvania,Erie,Erie
16504,Erie,PA,Pennsylvania,Erie,Erie
16677,Sandy Ridge,PA,Pennsylvania,Centre,Centre
16680,Smithmill,PA,Pennsylvania,Clearfield,Clearfield
16826,Blanchard,PA,Pennsylvania,Centre,Centre
16843,Hyde,PA,Pennsylvania,Clearfield,Clearfield
16865,Pennsylvania Furnace,PA,Pennsylvania,Centre,"Centre,Huntingdon"
16914,Columbia Cross Roads,PA,Pennsylvania,Bradford,"Bradford,Tioga"
16917,Covington,PA,Pennsylvania,Tioga,Tioga
16946,Tioga,PA,Pennsylvania,Tioga,Tioga
17003,Annville,PA,Pennsylvania,Lebanon,Lebanon
17024,Elliottsburg,PA,Pennsylvania,Perry,Perry
17087,Richland,PA,Pennsylvania,Lebanon,"Lebanon,Berks"
17088,Schaefferstown,PA,Pennsylvania,Lebanon,Lebanon
17110,Harrisburg,PA,Pennsylvania,Dauphin,Dauphin
17268,Waynesboro,PA,Pennsylvania,Franklin,Franklin
17347,Mount Wolf,PA,Pennsylvania,York,York
17350,New Oxford,PA,Pennsylvania,Adams,Adams
17547,Marietta,PA,Pennsylvania,Lancaster,Lancaster
17563,Peach Bottom,PA,Pennsylvania,Lancaster,Lancaster
17728,Cogan Station,PA,Pennsylvania,Lycoming,Lycoming
17772,Turbotville,PA,Pennsylvania,Northumberland,"Northumberland,Montour"
17812,Beaver Springs,PA,Pennsylvania,Snyder,Snyder
17844,Mifflinburg,PA,Pennsylvania,Union,Union
17934,Gilberton,PA,Pennsylvania,Schuylkill,Schuylkill
17954,Minersville,PA,Pennsylvania,Schuylkill,Schuylkill
18011,Alburtis,PA,Pennsylvania,Lehigh,"Lehigh,Berks"
18035,Cherryville,PA,Pennsylvania,Northampton,Northampton
18056,Hereford,PA,Pennsylvania,Berks,Berks
18334,Long Pond,PA,Pennsylvania,Monroe,Monroe
18354,Sciota,PA,Pennsylvania,Monroe,Monroe
18424,Gouldsboro,PA,Pennsylvania,Lackawanna,"Lackawanna,Wayne,Monroe,Luzerne"
18439,Lakewood,PA,Pennsylvania,Wayne,Wayne
18843,South Montrose,PA,Pennsylvania,Susquehanna,Susquehanna
19107,Philadelphia,PA,Pennsylvania,Philadelphia,Philadelphia
19150,Philadelphia,PA,Pennsylvania,Philadelphia,"Philadelphia,Montgomery"
19405,Bridgeport,PA,Pennsylvania,Montgomery,Montgomery
19442,Kimberton,PA,Pennsylvania,Chester,Chester
19523,Geigertown,PA,Pennsylvania,Berks,Berks
19534,Lenhartsville,PA,Pennsylvania,Berks,Berks
19535,Limekiln,PA,Pennsylvania,Berks,Berks
19706,Delaware City,DE,Delaware,New Castle,New Castle
19710,Montchanin,DE,Delaware,New Castle,New Castle
19732,Rockland,DE,Delaware,New Castle,New Castle
20003,Washington,DC,District of Columbia,District of Columbia,District of Columbia
20008,Washington,DC,District of Columbia,District of Columbia,District of Columbia
20018,Washington,DC,District of Columbia,District of Columbia,District of Columbia
20121,Centreville,VA,Virginia,Fairfax,Fairfax
20603,Waldorf,MD,Maryland,Charles,Charles
20613,Brandywine,MD,Maryland,Prince George's,"Prince George's,Charles"
20743,Capitol Heights,MD,Maryland,Prince George's,Prince George's
20763,Savage,MD,Maryland,Howard,Howard
20781,Hyattsville,MD,Maryland,Prince George's,Prince George's
20855,Derwood,MD,Maryland,Montgomery,Montgomery
20903,Silver Spring,MD,Maryland,Montgomery,"Montgomery,Prince George's"
21136,Reisterstown,MD,Maryland,Baltimore,"Baltimore,Carroll"
21140,Riva,MD,Maryland,Anne Arundel,Anne Arundel
21155,Upperco,MD,Maryland,Baltimore,"Baltimore,Carroll"
21217,Baltimore,MD,Maryland,Baltimore,Baltimore
21401,Annapolis,MD,Maryland,Anne Arundel,Anne Arundel
21523,Bloomington,MD,Maryland,Garrett,Garrett
21531,Friendsville,MD,Maryland,Garrett,Garrett
21634,Fishing Creek,MD,Maryland,Dorchester,Dorchester
21655,Preston,MD,Maryland,Caroline,Caroline
21719,Cascade,MD,Maryland,Washington,"Washington,Frederick"
21750,Hancock,MD,Maryland,Washington,Washington
21793,Walkersville,MD,Maryland,Frederick,Frederick
22041,Falls Church,VA,Virginia,Fairfax,Fairfax
22204,Arlington,VA,Virginia,Arlington,Arlington
22305,Alexandria,VA,Virginia,Alexandria,Alexandria
22624,Clear Brook,VA,Virginia,Frederick,Frederick
22810,Basye,VA,Virginia,Shenandoah,Shenandoah
22845,Orkney Springs,VA,Virginia,Shenandoah,Shenandoah
22903,Charlottesville,VA,Virginia,Charlottesville,"Charlottesville,Albemarle"
22911,Charlottesville,VA,Virginia,Albemarle,Albemarle
23146,Rockville,VA,Virginia,Hanover,"Hanover,Goochland"
23301,Accomac,VA,Virginia,Accomack,Accomack
23313,Capeville,VA,Virginia,Northampton,Northampton
23315,Carrsville,VA,Virginia,Isle of Wight,Isle of Wight
23336,Chincoteague Island,VA,Virginia,Accomack,Accomack
23358,Hacksneck,VA,Virginia,Accomack,Accomack
23416,Oak Hall,VA,Virginia,Accomack,Accomack
23502,Norfolk,VA,Virginia,Norfolk,Norfolk
23510,Norfolk,VA,Virginia,Norfolk,Norfolk
23602,Newport News,VA,Virginia,Newport News,"Newport News,York"
23661,Hampton,VA,Virginia,Hampton,Hampton
23841,Dinwiddie,VA,Virginia,Dinwiddie,Dinwiddie
23883,Surry,VA,Virginia,Surry,Surry
23915,Baskerville,VA,Virginia,Mecklenburg,Mecklenburg
23924,Chase City,VA,Virginia,Mecklenburg,"Mecklenburg,Lunenburg,Charlotte"
23930,Crewe,VA,Virginia,Nottoway,Nottoway
23974,Victoria,VA,Virginia,Lunenburg,Lunenburg
24202,Bristol,VA,Virginia,Washington,"Washington,Bristol,Scott"
24292,Whitetop,VA,Virginia,Grayson,Grayson
24333,Galax,VA,Virginia,Galax,"Galax,Carroll,Grayson"
24464,Montebello,VA,Virginia,Nelson,Nelson
24471,Port Republic,VA,Virginia,Rockingham,Rockingham
24592,South Boston,VA,Virginia,Halifax,Halifax
24646,Rowe,VA,Virginia,Buchanan,Buchanan
24878,Premier,WV,West Virginia,McDowell,McDowell
24898,Wyoming,WV,West Virginia,Wyoming,Wyoming
24920,Bartow,WV,West Virginia,Pocahontas,Pocahontas
24931,Crawley,WV,West Virginia,Greenbrier,Greenbrier
25043,Clay,WV,West Virginia,Clay,"Clay,Nicholas"
25067,East Bank,WV,West Virginia,Kanawha,Kanawha
25107,Hernshaw,WV,West Virginia,Kanawha,Kanawha
25411,Berkeley Springs,WV,West Virginia,Morgan,Morgan
25437,Points,WV,West Virginia,Hampshire,Hampshire
25571,West Hamlin,WV,West Virginia,Lincoln,Lincoln
25976,Meadow Bridge,WV,West Virginia,Fayette,"Fayette,Summers,Greenbrier"
25989,White Oak,WV,West Virginia,Raleigh,Raleigh
26031,Benwood,WV,West Virginia,Marshall,Marshall
26101,Parkersburg,WV,West Virginia,Wood,Wood
26136,Big Bend,WV,West Virginia,Calhoun,Calhoun
26260,Davis,WV,West Virginia,Tucker,Tucker
26261,Richwood,WV,West Virginia,Nicholas,"Nicholas,Greenbrier"
26267,Ellamore,WV,West Virginia,Randolph,"Randolph,Upshur,Barbour"
26280,Mill Creek,WV,West Virginia,Randolph,Randolph
26351,Glenville,WV,West Virginia,Gilmer,Gilmer
26415,Pennsboro,WV,West Virginia,Ritchie,"Ritchie,Doddridge,Tyler"
26559,Barrackville,WV,West Virginia,Marion,Marion
26587,Rachel,WV,West Virginia,Marion,Marion
26590,Wana,WV,West Virginia,Monongalia,Monongalia
26621,Flatwoods,WV,West Virginia,Braxton,Braxton
26681,Nettie,WV,West Virginia,Nicholas,Nicholas
27106,Winston Salem,NC,North Carolina,Forsyth,Forsyth
27355,Staley,NC,North Carolina,Randolph,"Randolph,Chatham"
27505,Broadway,NC,North Carolina,Harnett,"Harnett,Lee"
27537,Henderson,NC,North Carolina,Vance,"Vance,Franklin,Warren"
27562,New Hill,NC,North Carolina,Chatham,"Chatham,Wake"
27597,Zebulon,NC,North Carolina,Wake,"Wake,Franklin,Johnston,Nash"
27705,Durham,NC,North Carolina,Durham,"Durham,Orange"
27834,Greenville,NC,North Carolina,Pitt,"Pitt,Beaufort,Edgecombe"
27856,Nashville,NC,North Carolina,Nash,Nash
27862,Pendleton,NC,North Carolina,Northampton,Northampton
27880,Sims,NC,North Carolina,Wilson,"Wilson,Nash"
28108,Mineral Springs,NC,North Carolina,Union,Union
28127,New London,NC,North Carolina,Stanly,"Stanly,Montgomery,Davidson"
28159,Spencer,NC,North Carolina,Rowan,Rowan
28163,Stanfield,NC,North Carolina,Stanly,Stanly
28168,Vale,NC,North Carolina,Lincoln,"Lincoln,Catawba"
28306,Fayetteville,NC,North Carolina,Cumberland,"Cumberland,Hoke,Bladen"
28394,Vass,NC,North Carolina,Moore,Moore
28435,Currie,NC,North Carolina,Pender,Pender
28438,Evergreen,NC,North Carolina,Columbus,"Columbus,Bladen"
28611,Collettsville,NC,North Carolina,Caldwell,"Caldwell,Avery"
28626,Fleetwood,NC,North Carolina,Ashe,Ashe
28672,Scottville,NC,North Carolina,Ashe,Ashe
28711,Black Mountain,NC,North Carolina,Buncombe,"Buncombe,Rutherford,McDowell,Henderson"
28721,Clyde,NC,North Carolina,Haywood,Haywood
28733,Fontana Dam,NC,North Carolina,Graham,Graham
28734,Franklin,NC,North Carolina,Macon,Macon
29001,Alcolu,SC,South Carolina,Clarendon,"Clarendon,Sumter"
29032,Cassatt,SC,South Carolina,Kershaw,"Kershaw,Lee"
29323,Chesnee,SC,South Carolina,Spartanburg,"Spartanburg,Cherokee"
29331,Cross Anchor,SC,South Carolina,Spartanburg,Spartanburg
29364,Lockhart,SC,South Carolina,Union,Union
29451,Isle Of Palms,SC,South Carolina,Charleston,Charleston
29456,Ladson,SC,South Carolina,Dorchester,"Dorchester,Berkeley,Charleston"
29485,Summerville,SC,South Carolina,Dorchester,"Dorchester,Charleston"
29492,Charleston,SC,South Carolina,Berkeley,Berkeley
29591,Scranton,SC,South Carolina,Florence,Florence
29609,Greenville,SC,South Carolina,Greenville,Greenville
29635,Cleveland,SC,South Carolina,Greenville,"Greenville,Pickens"
29812,Barnwell,SC,South Carolina,Barnwell,"Barnwell,Allendale"
29856,Windsor,SC,South Carolina,Aiken,Aiken
30164,Rome,GA,Georgia,Newton,Newton
30220,Grantville,GA,Georgia,Coweta,"Coweta,Meriwether"
30224,Griffin,GA,Georgia,Spalding,"Spalding,Pike,Lamar"
30257,Milner,GA,Georgia,Lamar,"Lamar,Pike"
30258,Molena,GA,Georgia,Pike,"Pike,Upson"
30277,Sharpsburg,GA,Georgia,Coweta,Coweta
30308,Atlanta,GA,Georgia,Fulton,Fulton
30346,Atlanta,GA,Georgia,DeKalb,DeKalb
30471,Twin City,GA,Georgia,Emanuel,"Emanuel,Bulloch"
30552,Lakemont,GA,Georgia,Rabun,Rabun
30607,Athens,GA,Georgia,Clarke,"Clarke,Jackson"
30650,Madison,GA,Georgia,Morgan,"Morgan,Greene,Walton"
30656,Monroe,GA,Georgia,Walton,"Walton,Barrow"
30701,Calhoun,GA,Georgia,Gordon,"Gordon,Floyd"
30901,Augusta,GA,Georgia,Richmond,Richmond
728,Ponce,PR,Puerto Rico,Ponce,Ponce
780,Coto Laurel,PR,Puerto Rico,Ponce,"Ponce,Juana Díaz"
936,San Juan,PR,Puerto Rico,San Juan,San Juan
949,Toa Baja,PR,Puerto Rico,Toa Baja,"Toa Baja,Cataño"
1007,Belchertown,MA,Massachusetts,Hampshire,Hampshire
1057,Monson,MA,Massachusetts,Hampden,Hampden
1105,Springfield,MA,Massachusetts,Hampden,Hampden
1339,Charlemont,MA,Massachusetts,Franklin,Franklin
1360,Northfield,MA,Massachusetts,Franklin,Franklin
1368,Royalston,MA,Massachusetts,Worcester,Worcester
1452,Hubbardston,MA,Massachusetts,Worcester,Worcester
1752,Marlborough,MA,Massachusetts,Middlesex,Middlesex
1930,Gloucester,MA,Massachusetts,Essex,Essex
2025,Cohasset,MA,Massachusetts,Norfolk,Norfolk
2176,Melrose,MA,Massachusetts,Middlesex,Middlesex
2301,Brockton,MA,Massachusetts,Plymouth,Plymouth
2338,Halifax,MA,Massachusetts,Plymouth,Plymouth
2494,Needham Heights,MA,Massachusetts,Norfolk,Norfolk
2642,Eastham,MA,Massachusetts,Barnstable,Barnstable
2646,Harwich Port,MA,Massachusetts,Barnstable,Barnstable
2804,Ashaway,RI,Rhode Island,Washington,Washington
3036,Chester,NH,New Hampshire,Rockingham,Rockingham
3223,Campton,NH,New Hampshire,Grafton,Grafton
3304,Bow,NH,New Hampshire,Merrimack,Merrimack
3602,Alstead,NH,New Hampshire,Cheshire,"Cheshire,Sullivan"
3771,Monroe,NH,New Hampshire,Grafton,Grafton
3773,Newport,NH,New Hampshire,Sullivan,Sullivan
3884,Strafford,NH,New Hampshire,Strafford,Strafford
4006,Biddeford Pool,ME,Maine,York,York
4027,Lebanon,ME,Maine,York,York
4074,Scarborough,ME,Maine,Cumberland,Cumberland
4084,Standish,ME,Maine,Cumberland,Cumberland
4219,Bryant Pond,ME,Maine,Oxford,Oxford
4281,South Paris,ME,Maine,Oxford,Oxford
4364,Winthrop,ME,Maine,Kennebec,Kennebec
4412,Brewer,ME,Maine,Penobscot,Penobscot
4539,Bristol,ME,Maine,Lincoln,Lincoln
4578,Wiscasset,ME,Maine,Lincoln,Lincoln
4628,Dennysville,ME,Maine,Washington,Washington
4640,Hancock,ME,Maine,Hancock,Hancock
4745,Frenchville,ME,Maine,Aroostook,Aroostook
4746,Grand Isle,ME,Maine,Aroostook,Aroostook
4851,Matinicus,ME,Maine,Knox,Knox
4926,China Village,ME,Maine,Kennebec,Kennebec
4929,Detroit,ME,Maine,Somerset,Somerset
4939,Garland,ME,Maine,Penobscot,Penobscot
4978,Smithfield,ME,Maine,Somerset,Somerset
4987,Troy,ME,Maine,Waldo,Waldo
5454,Fairfax,VT,Vermont,Franklin,Franklin
5489,Underhill,VT,Vermont,Chittenden,Chittenden
5663,Northfield,VT,Vermont,Washington,"Washington,Orange"
5740,East Middlebury,VT,Vermont,Addison,Addison
5822,Barton,VT,Vermont,Orleans,Orleans
5873,West Danville,VT,Vermont,Caledonia,Caledonia
6066,Vernon Rockville,CT,Connecticut,Tolland,Tolland
6082,Enfield,CT,Connecticut,Hartford,Hartford
6110,West Hartford,CT,Connecticut,Hartford,Hartford
6234,Brooklyn,CT,Connecticut,Windham,Windham
6373,Oneco,CT,Connecticut,Windham,Windham
6378,Stonington,CT,Connecticut,New London,New London
6385,Waterford,CT,Connecticut,New London,New London
6451,Meriden,CT,Connecticut,New Haven,"New Haven,Hartford"
6475,Old Saybrook,CT,Connecticut,Middlesex,Middlesex
6498,Westbrook,CT,Connecticut,Middlesex,Middlesex
6796,West Cornwall,CT,Connecticut,Litchfield,Litchfield
6906,Stamford,CT,Connecticut,Fairfield,Fairfield
7001,Avenel,NJ,New Jersey,Middlesex,Middlesex
7405,Butler,NJ,New Jersey,Morris,Morris
7869,Randolph,NJ,New Jersey,Morris,Morris
8009,Berlin,NJ,New Jersey,Camden,Camden
8028,Glassboro,NJ,New Jersey,Gloucester,Gloucester
8243,Sea Isle City,NJ,New Jersey,Cape May,Cape May
8346,Newtonville,NJ,New Jersey,Atlantic,Atlantic
8350,Richland,NJ,New Jersey,Atlantic,Atlantic
8736,Manasquan,NJ,New Jersey,Monmouth,Monmouth
59025,Decker,MT,Montana,Big Horn,Big Horn
59028,Fishtail,MT,Montana,Stillwater,Stillwater
59242,Homestead,MT,Montana,Sheridan,Sheridan
59339,Lindsay,MT,Montana,Dawson,Dawson
59353,Wibaux,MT,Montana,Wibaux,Wibaux
59433,Dutton,MT,Montana,Teton,Teton
59472,Sand Coulee,MT,Montana,Cascade,Cascade
59522,Chester,MT,Montana,Liberty,Liberty
59636,Fort Harrison,MT,Montana,Lewis and Clark,Lewis and Clark
59825,Clinton,MT,Montana,Missoula,"Missoula,Granite"
59925,Marion,MT,Montana,Flathead,Flathead
59929,Proctor,MT,Montana,Lake,Lake
60030,Grayslake,IL,Illinois,Lake,Lake
60031,Gurnee,IL,Illinois,Lake,Lake
60034,Hebron,IL,Illinois,McHenry,McHenry
60084,Wauconda,IL,Illinois,Lake,Lake
60452,Oak Forest,IL,Illinois,Cook,Cook
60543,Oswego,IL,Illinois,Kendall,"Kendall,Kane,Will"
60551,Sheridan,IL,Illinois,LaSalle,LaSalle
60553,Steward,IL,Illinois,Lee,Lee
60607,Chicago,IL,Illinois,Cook,Cook
60634,Chicago,IL,Illinois,Cook,Cook
60654,Chicago,IL,Illinois,Cook,Cook
60913,Bonfield,IL,Illinois,Kankakee,Kankakee
60918,Buckley,IL,Illinois,Iroquois,Iroquois
60964,Saint Anne,IL,Illinois,Kankakee,"Kankakee,Iroquois"
61044,Kent,IL,Illinois,Stephenson,"Stephenson,Jo Daviess"
61050,McConnell,IL,Illinois,Stephenson,Stephenson
61054,Mount Morris,IL,Illinois,Ogle,Ogle
61230,Albany,IL,Illinois,Whiteside,Whiteside
61256,Hampton,IL,Illinois,Rock Island,Rock Island
61337,Malden,IL,Illinois,Bureau,Bureau
61341,Marseilles,IL,Illinois,LaSalle,LaSalle
61430,East Galesburg,IL,Illinois,Knox,Knox
61450,La Harpe,IL,Illinois,Hancock,"Hancock,Henderson,McDonough"
61491,Wyoming,IL,Illinois,Stark,"Stark,Marshall"
61553,Norris,IL,Illinois,Fulton,Fulton
61606,Peoria,IL,Illinois,Peoria,Peoria
61701,Bloomington,IL,Illinois,McLean,McLean
61777,Wapella,IL,Illinois,De Witt,De Witt
61875,Seymour,IL,Illinois,Champaign,Champaign
61913,Atwood,IL,Illinois,Douglas,"Douglas,Piatt"
61943,Oakland,IL,Illinois,Coles,"Coles,Douglas,Edgar"
61944,Paris,IL,Illinois,Edgar,"Edgar,Clark"
62023,Eagarville,IL,Illinois,Macoupin,Macoupin
62024,East Alton,IL,Illinois,Madison,Madison
62034,Glen Carbon,IL,Illinois,Madison,Madison
62075,Nokomis,IL,Illinois,Montgomery,"Montgomery,Christian,Fayette"
62206,East Saint Louis,IL,Illinois,St. Clair,St. Clair
62241,Ellis Grove,IL,Illinois,Randolph,Randolph
62244,Fults,IL,Illinois,Monroe,Monroe
62355,Nebo,IL,Illinois,Pike,"Pike,Calhoun"
62421,Claremont,IL,Illinois,Richland,"Richland,Crawford"
62444,Mode,IL,Illinois,Shelby,Shelby
62450,Olney,IL,Illinois,Richland,"Richland,Wayne"
62514,Boody,IL,Illinois,Macon,Macon
62570,Tovey,IL,Illinois,Christian,Christian
62638,Franklin,IL,Illinois,Morgan,"Morgan,Macoupin"
62830,Dix,IL,Illinois,Jefferson,"Jefferson,Marion"
62842,Geff,IL,Illinois,Wayne,Wayne
62864,Mount Vernon,IL,Illinois,Jefferson,Jefferson
62895,Wayne City,IL,Illinois,Wayne,"Wayne,Hamilton"
62917,Carrier Mills,IL,Illinois,Saline,"Saline,Williamson"
62990,Thebes,IL,Illinois,Alexander,Alexander
62997,Willisville,IL,Illinois,Perry,Perry
63005,Chesterfield,MO,Missouri,St. Louis,St. Louis
63033,Florissant,MO,Missouri,St. Louis,St. Louis
63068,New Haven,MO,Missouri,Franklin,"Franklin,Gasconade"
63080,Sullivan,MO,Missouri,Franklin,"Franklin,Crawford,Washington"
63102,Saint Louis,MO,Missouri,St. Louis,St. Louis
63130,Saint Louis,MO,Missouri,St. Louis,"St. Louis,St. Louis"
63133,Saint Louis,MO,Missouri,St. Louis,"St. Louis,St. Louis"
63348,Foristell,MO,Missouri,St. Charles,"St. Charles,Warren,Lincoln"
63366,O'Fallon,MO,Missouri,St. Charles,St. Charles
63443,Hunnewell,MO,Missouri,Shelby,"Shelby,Monroe,Marion"
63447,La Belle,MO,Missouri,Lewis,Lewis
63534,Callao,MO,Missouri,Macon,Macon
63666,Reynolds,MO,Missouri,Reynolds,Reynolds
63760,Leopold,MO,Missouri,Bollinger,Bollinger
63934,Clubb,MO,Missouri,Wayne,Wayne
64052,Independence,MO,Missouri,Jackson,Jackson
64076,Odessa,MO,Missouri,Lafayette,"Lafayette,Johnson"
64138,Kansas City,MO,Missouri,Jackson,Jackson
64154,Kansas City,MO,Missouri,Platte,Platte
64444,Edgerton,MO,Missouri,Platte,"Platte,Buchanan"
64480,Rea,MO,Missouri,Andrew,Andrew
64652,Laredo,MO,Missouri,Grundy,Grundy
64744,El Dorado Springs,MO,Missouri,Cedar,"Cedar,Vernon,St. Clair"
64842,Fairview,MO,Missouri,Newton,"Newton,Barry"
65065,Osage Beach,MO,Missouri,Camden,"Camden,Miller"
65231,Auxvasse,MO,Missouri,Callaway,Callaway
65248,Fayette,MO,Missouri,Howard,Howard
65609,Bakersfield,MO,Missouri,Ozark,"Ozark,Howell"
65620,Bruner,MO,Missouri,Christian,Christian
65641,Eagle Rock,MO,Missouri,Barry,Barry
65802,Springfield,MO,Missouri,Greene,Greene
66093,Westphalia,KS,Kansas,Anderson,"Anderson,Coffey"
66211,Leawood,KS,Kansas,Johnson,Johnson
66212,Overland Park,KS,Kansas,Johnson,Johnson
66432,Havensville,KS,Kansas,Pottawatomie,"Pottawatomie,Jackson"
66438,Home,KS,Kansas,Marshall,Marshall
66451,Lyndon,KS,Kansas,Osage,Osage
66514,Milford,KS,Kansas,Geary,Geary
66518,Oketo,KS,Kansas,Marshall,Marshall
66526,Paxico,KS,Kansas,Wabaunsee,Wabaunsee
66538,Seneca,KS,Kansas,Nemaha,Nemaha
66540,Soldier,KS,Kansas,Jackson,"Jackson,Nemaha"
66615,Topeka,KS,Kansas,Shawnee,"Shawnee,Wabaunsee"
66748,Humboldt,KS,Kansas,Allen,"Allen,Neosho,Woodson"
66773,Scammon,KS,Kansas,Cherokee,Cherokee
66852,Gridley,KS,Kansas,Coffey,"Coffey,Greenwood,Woodson"
66857,Le Roy,KS,Kansas,Coffey,Coffey
66941,Esbon,KS,Kansas,Jewell,Jewell
66948,Jamestown,KS,Kansas,Cloud,"Cloud,Republic"
66970,Webber,KS,Kansas,Jewell,Jewell
67030,Colwich,KS,Kansas,Sedgwick,Sedgwick
67037,Derby,KS,Kansas,Sedgwick,Sedgwick
67066,Iuka,KS,Kansas,Pratt,Pratt
67112,Nashville,KS,Kansas,Kingman,Kingman
67347,Havana,KS,Kansas,Montgomery,"Montgomery,Chautauqua"
